"epoch","total cpu usage",,,,,"dsk/loop0",,"dsk/loop1",,"dsk/loop2",,"dsk/loop3",,"dsk/loop4",,"dsk/loop5",,"dsk/loop6",,"dsk/loop7",,"dsk/loop8",,"dsk/sda",,"dsk/sdb",,"dsk/sdc",,"dsk/sr0",,"net/eth0",,"paging",,"memory usage",,,,"system",,"procs",,,"load avg",,,"interrupts",,"load avg",,,"memory usage",,,,"procs",,,"io/loop0",,"io/loop1",,"io/loop2",,"io/loop3",,"io/loop4",,"io/loop5",,"io/loop6",,"io/loop7",,"io/loop8",,"io/sda",,"io/sdb",,"io/sdc",,"io/sr0",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"sockets",,,,,"tcp sockets",,,,,"raw","udp",,"unix sockets",,,,"virtual memory",,,,"loo0","loo1","loo2","loo3","loo4","loo5","loo6","loo7","loo8","sda","sdb","sdc","sr0"
"epoch","usr","sys","idl","wai","stl","dsk/loop0:read","dsk/loop0:writ","dsk/loop1:read","dsk/loop1:writ","dsk/loop2:read","dsk/loop2:writ","dsk/loop3:read","dsk/loop3:writ","dsk/loop4:read","dsk/loop4:writ","dsk/loop5:read","dsk/loop5:writ","dsk/loop6:read","dsk/loop6:writ","dsk/loop7:read","dsk/loop7:writ","dsk/loop8:read","dsk/loop8:writ","dsk/sda:read","dsk/sda:writ","dsk/sdb:read","dsk/sdb:writ","dsk/sdc:read","dsk/sdc:writ","dsk/sr0:read","dsk/sr0:writ","recv","send","in","out","used","free","cach","avai","int","csw","run","blk","new","1m","5m","15m","4","15","1m","5m","15m","used","free","cach","avai","run","blk","new","io/loop0:read","io/loop0:writ","io/loop1:read","io/loop1:writ","io/loop2:read","io/loop2:writ","io/loop3:read","io/loop3:writ","io/loop4:read","io/loop4:writ","io/loop5:read","io/loop5:writ","io/loop6:read","io/loop6:writ","io/loop7:read","io/loop7:writ","io/loop8:read","io/loop8:writ","io/sda:read","io/sda:writ","io/sdb:read","io/sdb:writ","io/sdc:read","io/sdc:writ","io/sr0:read","io/sr0:writ","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","raw","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","loo0:util","loo1:util","loo2:util","loo3:util","loo4:util","loo5:util","loo6:util","loo7:util","loo8:util","sda:util","sdb:util","sdc:util","sr0:util"
1769961342.633,30.634,14.438,9.981,44.947,0,0,0,0,0,0,0,0,0,0,33947648,0,33161216,0,0,0,0,0,0,0,0,0,425984,0,0,0,0,0,0,0,0,10507776000,1145188352,54147608576,56481939456,17565,55932,0,17,55,25.820,21.090,15.790,0,2,25.820,21.090,15.790,10507776000,1145188352,54147608576,56481939456,0,17,55,0,0,0,0,0,0,0,0,0,24,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3872,252637,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,8380,13397,17985,0,0,0,0,8.200,8.900,0,0,0,0,0.300,0,0
1769961343.633,1.001,0.438,18.523,80.038,0,0,0,0,0,0,0,0,0,0,0,0,8552448,0,0,0,0,0,0,0,0,0,0,0,458752,0,0,0,0,0,0,10509484032,1143455744,54147629056,56480313344,1248,1280,0,17,11,25.820,21.090,15.790,0,0,25.820,21.090,15.790,10509484032,1143455744,54147629056,56480313344,0,17,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3872,252652,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,3442,1985,1535,0,0,0,0,0,0,0,0,0,0,0,0.100,0
1769961344.633,40.539,14.912,8.333,36.216,0,0,0,0,0,0,0,0,0,0,66224128,0,170328064,0,0,0,0,0,0,0,229376,0,0,0,0,0,0,0,0,0,0,10505789440,1121792000,54172389376,56484036608,20492,94583,33,9,33,26.310,21.270,15.880,0,2,26.310,21.270,15.880,10505789440,1121792000,54172389376,56484036608,28,9,33,0,0,0,0,0,0,0,0,0,24,0,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4576,253673,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,6089,25970,16358,0,0,0,0,24.400,16.100,0,0,0,0,0,0,0
1769961345.633,73.075,26.049,0.376,0.501,0,0,0,0,0,0,0,0,0,0,230555648,0,115736576,0,0,0,0,0,0,0,0,0,0,98304,5275648,0,0,0,0,0,0,10503462912,1095004160,54201028608,56486264832,34940,144503,31,5,83,26.310,21.270,15.880,0,0,26.310,21.270,15.880,10503462912,1095004160,54201028608,56486264832,33,8,83,0,0,0,0,0,0,0,0,0,59,0,31,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4640,253572,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,1,12471,45499,40298,0,0,0,0,44.200,58.300,0,0,0,0,0,0.100,0
1769961346.637,72.971,26.092,0.312,0.624,0,0,0,0,0,0,0,0,0,0,236814336,0,243662848,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,10510708736,1039597568,54248325120,56478810112,33343,148609,28,9,12,26.310,21.270,15.880,0,2,26.310,21.270,15.880,10510708736,1039597568,54248325120,56478810112,30,9,12,0,0,0,0,0,0,0,0,0,60,0,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4704,253630,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,3780,24306,12537,0,0,0,0,44.500,48.100,0,0,0,0,0,0.100,0
1769961347.633,73.111,25.630,0.441,0.819,0,0,0,0,0,0,0,0,0,0,238682112,0,228491264,0,0,0,0,0,0,0,0,0,0,0,98304,0,0,0,0,0,0,10505568256,997961728,54294233088,56484646912,33948,147144,35,6,28,26.310,21.270,15.880,0,0,26.310,21.270,15.880,10505568256,997961728,54294233088,56484646912,37,3,28,0,0,0,0,0,0,0,0,0,85,0,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4704,253587,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,4396,35569,22980,0,0,0,0,41.900,45.400,0,0,0,0,0,0,0
1769961348.633,73.529,25.344,0.438,0.688,0,0,0,0,0,0,0,0,0,0,174948352,0,230490112,0,0,0,0,0,0,0,0,0,557056,0,1015808,0,0,0,0,0,0,10523398144,941711360,54331883520,56466870272,33851,149485,26,10,11,26.310,21.270,15.880,0,2,26.310,21.270,15.880,10522984448,941711360,54332297216,56467283968,23,10,11,0,0,0,0,0,0,0,0,0,48,0,40,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,4704,253573,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,2998,20429,10429,0,0,0,0,38.400,24.600,0,0,0,0,0,0,0
1769961349.633,73.070,25.989,0.377,0.565,0,0,0,0,0,0,0,0,0,0,183042048,0,124747776,0,0,0,0,0,0,0,131072,0,98304,0,0,0,0,0,0,0,0,10485030912,956809216,54354763776,56505364480,33879,150244,26,9,16,27.330,21.570,16,0,0,27.330,21.570,16,10485030912,956809216,54354763776,56505364480,25,9,16,0,0,0,0,0,0,0,0,0,57,0,31,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,4704,253564,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,4681,20686,14989,0,0,0,0,34.300,55.200,0,0,0,0,0.200,0,0
1769961350.633,73.526,25.471,0.376,0.627,0,0,0,0,0,0,0,0,0,0,238944256,0,237469696,0,0,0,0,0,0,0,65536,0,0,0,2490368,0,0,0,0,0,0,10491400192,902336512,54401957888,56498962432,35641,148448,31,5,1,27.330,21.570,16,0,2,27.330,21.570,16,10491400192,902336512,54401957888,56498962432,34,5,1,0,0,0,0,0,0,0,0,0,60,0,42,0,0,0,0,0,0,0,1,0,0,0,57,0,0,0,4704,253566,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,180,22949,12287,0,0,0,0,50.300,54.600,0,0,0,0,0,0.200,0
1769961351.633,73.609,25.641,0.250,0.500,0,0,0,0,0,0,0,0,0,0,235864064,0,242876416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10490937344,854999040,54448865280,56499666944,32933,148984,30,9,13,27.330,21.570,16,0,0,27.330,21.570,16,10490937344,854999040,54448865280,56499666944,30,8,13,0,0,0,0,0,0,0,0,0,57,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4768,253567,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,4067,23657,12033,0,0,0,0,41.800,45.600,0,0,0,0,0,0,0
1769961352.633,74.248,24.812,0.376,0.564,0,0,0,0,0,0,0,0,0,0,212893696,0,211124224,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,10493616128,808136704,54492315648,56497156096,32490,142234,33,8,23,27.330,21.570,16,0,0,27.330,21.570,16,10493616128,808136704,54492315648,56497156096,29,10,23,0,0,0,0,0,0,0,0,0,73,0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4768,253571,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,2663,22006,10585,0,0,0,0,43.500,42.400,0,0,0,0,0,0,0
1769961353.633,73.434,25.439,0.564,0.564,0,0,0,0,0,0,0,0,0,0,142213120,0,132284416,0,0,0,0,0,0,0,0,0,0,0,491520,0,0,0,0,0,0,10478960640,820858880,54493749248,56511836160,32979,147081,27,8,32,27.330,21.570,16,0,2,27.330,21.570,16,10478546944,820858880,54494162944,56512249856,29,6,32,0,0,0,0,0,0,0,0,0,49,0,34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4800,253572,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,7924,27445,20654,0,0,0,0,23.400,32,0,0,0,0,0,0.100,0
1769961354.633,73.308,25.815,0.376,0.501,0,0,0,0,0,0,0,0,0,0,233504768,0,240517120,0,0,0,0,0,0,0,0,0,98304,0,98304,0,0,0,0,0,0,10477268992,759316480,54556131328,56513679360,33864,158726,29,7,4,27.540,21.710,16.080,0,0,27.540,21.710,16.080,10477268992,759316480,54556131328,56513679360,20,11,4,0,0,0,0,0,0,0,0,0,56,0,40,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4768,253571,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,706,13475,6389,0,0,0,0,46.900,48.800,0,0,0,0,0.300,0,0
1769961355.633,72.647,26.035,0.565,0.753,0,0,0,0,0,0,0,0,0,0,240287744,0,230424576,0,0,0,0,0,0,0,0,0,335544320,0,0,0,0,0,0,0,0,10519117824,656658432,54616104960,56458326016,34124,148463,33,5,29,27.540,21.710,16.080,0,2,27.540,21.710,16.080,10519117824,656658432,54616104960,56458326016,31,5,29,0,0,0,0,0,0,0,0,0,68,0,42,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,4768,253620,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,8919,36378,21496,0,0,0,0,42.200,46.600,0,0,0,0,1.800,0,0
1769961356.633,72.306,26.190,0.752,0.752,0,0,0,0,0,0,0,0,0,0,234684416,0,243761152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10506862592,634810368,54649262080,56484278272,37556,146584,28,11,49,27.540,21.710,16.080,0,0,27.540,21.710,16.080,10507083776,634552320,54649298944,56484081664,27,10,49,0,0,0,0,0,0,0,0,0,59,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4704,253577,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,6107,38134,30078,0,0,0,0,52.500,56.400,0,0,0,0,0,0,0
1769961357.633,73.342,25.845,0.313,0.501,0,0,0,0,0,0,0,0,0,0,126025728,0,227508224,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,10498580480,609148928,54682370048,56492675072,33295,144112,32,10,15,27.540,21.710,16.080,0,2,27.540,21.710,16.080,10498580480,609148928,54682370048,56492675072,27,11,15,0,0,0,0,0,0,0,0,0,49,0,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4736,253579,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,3325,19320,10198,0,0,0,0,29.200,23.700,0,0,0,0,0,0,0
1769961358.633,72.556,26.378,0.376,0.689,0,0,0,0,0,0,0,0,0,0,226951168,0,120553472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10491109376,587767808,54710820864,56500375552,33663,157741,33,8,26,27.540,21.710,16.080,0,0,27.540,21.710,16.080,10491113472,587767808,54710816768,56500375552,33,7,26,0,0,0,0,0,0,0,0,0,68,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4768,253594,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,4348,23650,17953,0,0,0,0,36.100,47.400,0,0,0,0,0,0,0
1769961359.633,41.907,15.872,12.798,29.423,0,0,0,0,0,0,0,0,0,0,203292672,0,193331200,0,0,0,0,0,0,0,0,0,327680,0,524288,0,0,0,0,0,0,10485796864,756322304,54548262912,56505729024,23642,103773,1,17,12,25.340,21.350,15.990,0,2,25.340,21.350,15.990,10485796864,756322304,54548262912,56505729024,0,17,12,0,0,0,0,0,0,0,0,0,52,0,35,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3840,252561,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,5084,18538,61489,0,0,0,0,31.400,34.700,0,0,0,0,0.300,0.800,0
1769961360.633,0.312,0.375,27.562,71.750,0,0,0,0,0,0,0,0,0,0,0,0,98304,0,0,0,0,0,0,0,32768,0,0,0,65536,0,0,0,0,0,0,10490834944,751243264,54548303872,56500785152,1025,1203,0,17,11,25.340,21.350,15.990,0,0,25.340,21.350,15.990,10490834944,751243264,54548303872,56500785152,0,17,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3840,252563,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,2404,1752,1545,0,0,0,0,0,0,0,0,0,0,0.600,0,0
1769961361.634,31.207,11.007,13.884,43.902,0,0,0,0,0,0,0,0,0,0,34799616,0,42598400,0,0,0,0,0,0,0,0,0,1428094976,0,98304,0,0,0,0,0,0,10493685760,743546880,54553149440,56497864704,16674,66555,27,10,36,25.340,21.350,15.990,0,2,25.340,21.350,15.990,10493685760,743546880,54553149440,56497864704,27,10,36,0,0,0,0,0,0,0,0,0,16,0,11,0,0,0,0,0,0,0,0,0,179,0,1,0,0,0,4544,253592,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,6519,10291,6579,0,0,0,0,8.200,9,0,0,0,0,62.600,0.100,0
1769961362.633,61.132,21.132,6.101,11.635,0,0,0,0,0,0,0,0,0,0,236093440,0,224886784,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,10522107904,667783168,54599974912,56469590016,39201,168703,22,9,10,25.340,21.350,15.990,0,0,25.340,21.350,15.990,10522107904,667783168,54599974912,56469590016,26,8,10,0,0,0,0,0,0,0,0,0,104,0,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4608,253584,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,1064,28133,16303,0,0,0,0,38.600,43.100,0,0,0,0,0,0,0
1769961363.633,65.242,22.627,3.520,8.611,0,0,0,0,0,0,0,0,0,0,180944896,0,246317056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10519986176,630353920,54638694400,56471900160,37823,164088,1,19,21,25.340,21.350,15.990,0,2,25.340,21.350,15.990,10519945216,630353920,54638735360,56471961600,1,19,21,0,0,0,0,0,0,0,0,0,78,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4672,253585,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,3019,24768,13701,0,0,0,0,33.200,23.700,0,0,0,0,0,0,0
1769961364.633,68.216,23.492,2.701,5.590,0,0,0,0,0,0,0,0,0,0,169705472,0,100237312,0,0,0,0,0,0,0,131072,0,327680,0,327680,0,0,0,0,0,0,10489982976,639160320,54659510272,56502161408,38568,185700,26,9,34,25.710,21.490,16.070,0,0,25.710,21.490,16.070,10489982976,639160320,54659510272,56502161408,22,12,34,0,0,0,0,0,0,0,0,0,79,0,47,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,4736,253594,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,8173,23848,20750,0,0,0,0,24.900,39.100,0,0,0,0,0.300,0.100,0
1769961365.633,61.097,21.248,2.585,15.069,0,0,0,0,0,0,0,0,0,0,233013248,0,231047168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10484482048,598114304,54705299456,56507813888,40623,159355,27,6,11,25.710,21.490,16.070,0,2,25.710,21.490,16.070,10484482048,598114304,54705299456,56507813888,25,7,11,0,0,0,0,0,0,0,0,0,75,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4736,253598,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,2281,23614,12688,0,0,0,0,31.300,34.900,0,0,0,0,0,0,0
1769961366.633,59.987,22.054,4.474,13.485,0,0,0,0,0,0,0,0,0,0,222199808,0,220430336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10505273344,740388864,54545592320,56487133184,41542,152077,26,8,81,25.710,21.490,16.070,0,0,25.710,21.490,16.070,10505273344,740388864,54545592320,56487133184,30,4,81,0,0,0,0,0,0,0,0,0,76,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4672,253596,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,14648,54489,93559,0,0,0,0,37.100,40.400,0,0,0,0,0,0,0
1769961367.633,72.516,24.591,0.692,2.201,0,0,0,0,0,0,0,0,0,0,109576192,0,107544576,0,0,0,0,0,0,0,0,0,0,0,131072,0,0,0,0,0,0,10483236864,748277760,54559436800,56509431808,36079,185700,24,11,10,25.710,21.490,16.070,0,2,25.710,21.490,16.070,10483236864,748277760,54559436800,56509431808,25,7,10,0,0,0,0,0,0,0,0,0,62,0,37,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4704,253596,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,1070,12167,9679,0,0,0,0,27,28.700,0,0,0,0,0,0.200,0
1769961368.633,59.546,21.802,2.962,15.690,0,0,0,0,0,0,0,0,0,0,236748800,0,243269632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500521984,685608960,54604050432,56492191744,41351,164908,31,7,7,25.710,21.490,16.070,0,0,25.710,21.490,16.070,10500521984,685608960,54604050432,56492191744,28,9,7,0,0,0,0,0,0,0,0,0,74,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4704,253595,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,5058,26138,13871,0,0,0,0,36.900,39.800,0,0,0,0,0,0,0
1769961369.633,60.541,20.831,4.720,13.908,0,0,0,0,0,0,0,0,0,0,232980480,0,222396416,0,0,0,0,0,0,0,0,0,98304,0,491520,0,0,0,0,0,0,10515664896,623439872,54650216448,56477020160,40135,162990,26,8,27,23.970,21.200,16,0,2,23.970,21.200,16,10515664896,623439872,54650216448,56477020160,29,8,28,0,0,0,0,0,0,0,0,0,100,0,74,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4768,253633,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,4650,32030,21912,0,0,0,0,32.600,36.100,0,0,0,0,0.400,0.100,0
1769961370.633,72.733,24.685,0.693,1.889,0,0,0,0,0,0,0,0,0,0,110723072,0,108756992,0,0,0,0,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,10478022656,647086080,54663831552,56514994176,37682,183274,18,11,10,23.970,21.200,16,0,0,23.970,21.200,16,10478022656,647086080,54663831552,56514994176,17,11,9,0,0,0,0,0,0,0,0,0,59,0,41,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4800,253592,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,3985,15620,13561,0,0,0,0,27.100,28.600,0,0,0,0,0,0,0
1769961371.633,61.548,20.516,4.342,13.593,0,0,0,0,0,0,0,0,0,0,222822400,0,229441536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10471194624,608382976,54708580352,56521949184,39612,162831,28,8,1,23.970,21.200,16,0,2,23.970,21.200,16,10471194624,608382976,54708580352,56521949184,28,7,1,0,0,0,0,0,0,0,0,0,70,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,253593,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,166,22326,9990,0,0,0,0,33.600,36.700,0,0,0,0,0,0,0
1769961372.633,62.720,21.222,3.589,12.469,0,0,0,0,0,0,0,0,0,0,235143168,0,224559104,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,10472685568,765927424,54550593536,56520683520,40621,165841,27,6,15,23.970,21.200,16,0,0,23.970,21.200,16,10472685568,765927424,54550593536,56520683520,23,10,15,0,0,0,0,0,0,0,0,0,81,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4768,253594,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,4372,24952,63534,0,0,0,0,33.100,36,0,0,0,0,0,0,0
1769961373.633,65.955,22.173,2.638,9.234,0,0,0,0,0,0,0,0,0,0,189366272,0,234029056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10491908096,705384448,54591250432,56501661696,37994,167969,2,19,21,23.970,21.200,16,0,2,23.970,21.200,16,10491850752,705384448,54591307776,56501723136,2,19,21,0,0,0,0,0,0,0,0,0,59,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4768,253598,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,2993,24108,12748,0,0,0,0,33.900,37.200,0,0,0,0,0,0,0
1769961374.633,69.680,23.666,1.444,5.210,0,0,0,0,0,0,0,0,0,0,155090944,0,115179520,0,0,0,0,0,0,0,0,0,98304,0,589824,0,0,0,0,0,0,10475028480,703295488,54609854464,56518627328,37055,173113,28,10,7,24.380,21.330,16.070,0,0,24.380,21.330,16.070,10475028480,703295488,54609854464,56518627328,27,8,7,0,0,0,0,0,0,0,0,0,90,0,64,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,4768,253596,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,3460,14180,10932,0,0,0,0,19.400,21.800,0,0,0,0,0.400,0,0
1769961375.633,59.154,20.770,4.924,15.152,0,0,0,0,0,0,0,0,0,0,228982784,0,218628096,0,0,0,0,0,0,0,229376,0,0,0,262144,0,0,0,0,0,0,10481852416,650268672,54655246336,56511791104,40453,190220,26,9,29,24.380,21.330,16.070,0,2,24.380,21.330,16.070,10481852416,650268672,54655246336,56511791104,30,5,29,0,0,0,0,0,0,0,0,0,74,0,52,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,4768,253598,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,4940,32064,21508,0,0,0,0,35,37.700,0,0,0,0,0,0,0
1769961376.633,52.393,18.829,7.997,20.781,0,0,0,0,0,0,0,0,0,0,214859776,0,212992000,0,0,0,0,0,0,0,0,0,369098752,0,0,0,0,0,0,0,0,10497019904,590462976,54698971136,56497037312,41156,142733,0,17,84,24.380,21.330,16.070,0,0,24.380,21.330,16.070,10497019904,590462976,54698971136,56497037312,0,17,84,0,0,0,0,0,0,0,0,0,70,0,52,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,3904,252572,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,14485,55049,45996,0,0,0,0,31.700,35.100,0,0,0,0,2.500,0,0
1769961377.633,0.375,0.501,27.534,71.589,0,0,0,0,0,0,0,0,0,0,229376,0,98304,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,10488643584,598466560,54699311104,56505446400,1623,2084,0,17,19,24.380,21.330,16.070,0,2,24.380,21.330,16.070,10488643584,598466560,54699311104,56505446400,0,17,19,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3840,252582,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,3837,2372,2165,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961378.633,20.050,7.206,18.045,54.699,0,0,0,0,0,0,0,0,0,0,33292288,0,32702464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10495303680,587436032,54703505408,56498814976,10641,44577,27,8,30,24.380,21.330,16.070,0,0,24.380,21.330,16.070,10495303680,587436032,54703505408,56498814976,29,6,30,0,0,0,0,0,0,0,0,0,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4544,253608,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,5733,7523,4736,0,0,0,0,6.200,6.600,0,0,0,0,0,0,0
1769961379.633,72.453,23.836,0.818,2.893,0,0,0,0,0,0,0,0,0,0,106266624,0,105054208,0,0,0,0,0,0,0,131072,0,458752,0,950272,0,0,0,0,0,0,10488455168,585211904,54712295424,56505769984,37086,165965,12,12,1,24.590,21.420,16.130,0,2,24.590,21.420,16.130,10488041472,585211904,54712709120,56506183680,11,12,1,0,0,0,0,0,0,0,0,0,51,0,51,0,0,0,0,0,0,0,2,0,2,0,15,0,0,0,4576,253601,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,335,23059,14538,0,0,0,0,29,29.400,0,0,0,0,0.400,0,0
1769961380.633,61.146,20.907,7.431,10.516,0,0,0,0,0,0,0,0,0,0,233340928,0,230850560,0,0,0,0,0,0,0,0,0,0,0,98304,0,0,0,0,0,0,10500956160,727408640,54558613504,56493461504,38369,170243,26,8,27,24.590,21.420,16.130,0,0,24.590,21.420,16.130,10500956160,727408640,54558613504,56493461504,23,11,27,0,0,0,0,0,0,0,0,0,87,0,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4608,253638,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,5828,25574,65370,0,0,0,0,30.300,35.100,0,0,0,0,0,0,0
