"epoch","total cpu usage",,,,,"dsk/loop0",,"dsk/loop1",,"dsk/loop2",,"dsk/loop3",,"dsk/loop4",,"dsk/loop5",,"dsk/loop6",,"dsk/loop7",,"dsk/loop8",,"dsk/sda",,"dsk/sdb",,"dsk/sdc",,"dsk/sr0",,"net/eth0",,"paging",,"memory usage",,,,"system",,"procs",,,"load avg",,,"interrupts",,"load avg",,,"memory usage",,,,"procs",,,"io/loop0",,"io/loop1",,"io/loop2",,"io/loop3",,"io/loop4",,"io/loop5",,"io/loop6",,"io/loop7",,"io/loop8",,"io/sda",,"io/sdb",,"io/sdc",,"io/sr0",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"sockets",,,,,"tcp sockets",,,,,"raw","udp",,"unix sockets",,,,"virtual memory",,,,"loo0","loo1","loo2","loo3","loo4","loo5","loo6","loo7","loo8","sda","sdb","sdc","sr0"
"epoch","usr","sys","idl","wai","stl","dsk/loop0:read","dsk/loop0:writ","dsk/loop1:read","dsk/loop1:writ","dsk/loop2:read","dsk/loop2:writ","dsk/loop3:read","dsk/loop3:writ","dsk/loop4:read","dsk/loop4:writ","dsk/loop5:read","dsk/loop5:writ","dsk/loop6:read","dsk/loop6:writ","dsk/loop7:read","dsk/loop7:writ","dsk/loop8:read","dsk/loop8:writ","dsk/sda:read","dsk/sda:writ","dsk/sdb:read","dsk/sdb:writ","dsk/sdc:read","dsk/sdc:writ","dsk/sr0:read","dsk/sr0:writ","recv","send","in","out","used","free","cach","avai","int","csw","run","blk","new","1m","5m","15m","4","15","1m","5m","15m","used","free","cach","avai","run","blk","new","io/loop0:read","io/loop0:writ","io/loop1:read","io/loop1:writ","io/loop2:read","io/loop2:writ","io/loop3:read","io/loop3:writ","io/loop4:read","io/loop4:writ","io/loop5:read","io/loop5:writ","io/loop6:read","io/loop6:writ","io/loop7:read","io/loop7:writ","io/loop8:read","io/loop8:writ","io/sda:read","io/sda:writ","io/sdb:read","io/sdb:writ","io/sdc:read","io/sdc:writ","io/sr0:read","io/sr0:writ","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","raw","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","loo0:util","loo1:util","loo2:util","loo3:util","loo4:util","loo5:util","loo6:util","loo7:util","loo8:util","sda:util","sdb:util","sdc:util","sr0:util"
1769961459.789,0.939,0.814,24.734,73.513,0,0,0,0,0,0,0,0,0,0,0,0,98304,0,0,0,0,0,0,0,0,0,3506176,0,491520,0,0,0,0,0,0,10991054848,795729920,54007705600,56008482816,2368,2942,0,17,17,19.220,20.720,16.340,0,2,19.220,20.720,16.340,10991054848,795729920,54007705600,56008482816,0,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,0,2,0,0,0,3744,252616,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,5611,3213,2994,0,0,0,0,0,0,0,0,0,0,0.100,0,0
1769961460.789,30.449,17.183,13.898,38.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10990219264,796565504,54007705600,56009318400,34242,132876,23,4,24,19.220,20.720,16.340,0,0,19.220,20.720,16.340,10990219264,796565504,54007705600,56009318400,24,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744,252609,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,2766,1928,1306,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961461.789,60.243,33.823,3.382,2.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10975297536,811458560,54007734272,56024231936,47311,271992,20,5,10,19.220,20.720,16.340,0,2,19.220,20.720,16.340,10975297536,811458560,54007734272,56024231936,24,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744,252618,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,3405,4267,5510,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961462.789,61.387,34.097,2.481,2.036,0,0,0,0,0,0,0,0,0,0,196608,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,10974986240,811749376,54007754752,56024543232,43158,266040,27,6,9,19.220,20.720,16.340,0,0,19.220,20.720,16.340,10974986240,811749376,54007754752,56024543232,23,5,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3808,252617,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,1026,800,814,0,0,0,0,0.100,0,0,0,0,0,0,0,0
1769961463.789,61.553,33.965,2.588,1.894,0,0,0,0,0,0,0,0,0,0,1146880,0,851968,0,0,0,0,0,0,0,0,0,393216,0,0,0,0,0,0,0,0,10993586176,792739840,54008164352,56005554176,41826,265199,29,2,32,19.220,20.720,16.340,0,2,19.220,20.720,16.340,10993586176,792739840,54008164352,56005554176,32,2,32,0,0,0,0,0,0,0,0,0,14,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3808,252628,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,7424,13115,12788,0,0,0,0,0.400,0.400,0,0,0,0,0.300,0,0
1769961464.789,59.463,33.951,3.581,3.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98304,0,0,0,425984,0,0,0,0,0,0,10986745856,799817728,54007926784,56012779520,50221,265211,29,6,12,19.440,20.740,16.370,0,0,19.440,20.740,16.370,10986745856,799817728,54007926784,56012779520,24,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3776,252636,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,2013,1816,1849,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961465.789,61.856,33.376,2.734,2.034,0,0,0,0,0,0,0,0,0,0,0,0,98304,0,0,0,0,0,0,0,0,0,360448,0,98304,0,0,0,0,0,0,10987302912,799256576,54007930880,56012255232,42832,262399,8,1,10,19.440,20.740,16.370,0,2,19.440,20.740,16.370,10987302912,799256576,54007930880,56012255232,5,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,3744,252683,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,3977,2292,2286,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961466.789,61.811,33.629,2.597,1.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10977083392,809394176,54008012800,56022437888,40231,280245,25,4,7,19.440,20.740,16.370,0,0,19.440,20.740,16.370,10977083392,809394176,54008012800,56022437888,22,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744,252623,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,817,664,806,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961467.789,62.935,33.270,2.151,1.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229376,0,1343488,0,425984,0,0,0,0,0,0,10976858112,809611264,54008020992,56022683648,37878,265244,22,2,29,19.440,20.740,16.370,0,2,19.440,20.740,16.370,10976858112,809611264,54008020992,56022683648,30,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,3,0,0,0,3776,252628,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,3253,2134,1330,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961468.789,59.477,34.014,4.020,2.489,0,0,0,0,0,0,0,0,0,0,589824,0,655360,0,0,0,0,0,0,0,0,0,262144,0,0,0,0,0,0,0,0,10996129792,790265856,54008094720,56003420160,52227,255308,24,2,79,19.440,20.740,16.370,0,0,19.440,20.740,16.370,10996129792,790265856,54008094720,56003420160,24,5,79,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3712,252626,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,14740,31757,32492,0,0,0,0,0.100,0.200,0,0,0,0,0.300,0,0
1769961469.789,59.281,33.012,4.175,3.532,0,0,0,0,0,0,0,0,0,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,524288,0,0,0,0,0,0,11011649536,774705152,54008135680,55987900416,57228,254725,23,6,27,19.730,20.780,16.400,0,2,19.730,20.780,16.400,11011649536,774705152,54008135680,55987900416,24,5,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3712,252627,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,4607,10363,10333,0,0,0,0,0,0,0,0,0,0,0,0.100,0
1769961470.789,59.461,33.483,3.720,3.335,0,0,0,0,0,0,0,0,0,0,0,0,98304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11004477440,781848576,54008164352,55995084800,56656,253535,26,1,7,19.730,20.780,16.400,0,0,19.730,20.780,16.400,11004477440,781848576,54008164352,55995084800,28,6,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3712,252627,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,3210,1725,1707,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961471.789,60.498,32.929,3.255,3.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98304,0,0,0,0,0,0,11007238144,779067392,54008184832,55992320000,51788,269364,25,4,4,19.730,20.780,16.400,0,2,19.730,20.780,16.400,11007238144,779067392,54008184832,55992320000,24,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3712,252625,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,720,4726,4238,0,0,0,0,0,0,0,0,0,0,0,0.100,0
1769961472.789,60.728,34.036,2.874,2.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,0,0,0,32768,0,0,0,0,0,0,10998808576,787472384,54008209408,56000745472,46115,259973,27,2,15,19.730,20.780,16.400,0,0,19.730,20.780,16.400,10998808576,787472384,54008209408,56000745472,26,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,3712,252625,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,3836,2292,2455,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961473.789,60.585,34.075,2.924,2.416,0,0,0,0,0,0,0,0,0,0,1277952,0,294912,0,0,0,0,0,0,0,98304,0,786432,0,0,0,0,0,0,0,0,10996752384,789426176,54008311808,56002809856,47274,260485,24,3,2,19.730,20.780,16.400,0,2,19.730,20.780,16.400,10996752384,789426176,54008311808,56002809856,22,6,2,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,3712,252625,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,1235,351,321,0,0,0,0,0.300,0.300,0,0,0,0,0.300,0,0
1769961474.789,60.102,34.371,3.367,2.160,0,0,0,0,0,0,0,0,0,0,131072,0,196608,0,0,0,0,0,0,0,0,0,0,0,491520,0,0,0,0,0,0,10992623616,793706496,54008160256,56007131136,46876,260010,26,6,31,19.190,20.650,16.380,0,0,19.190,20.650,16.380,10992623616,793706496,54008160256,56007131136,25,9,31,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3712,252666,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,7042,11955,11763,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961475.789,35.048,19.937,20.381,24.635,0,0,0,0,0,0,0,0,0,0,0,0,196608,0,0,0,0,0,0,0,0,0,0,0,491520,0,0,0,0,0,0,10948485120,837619712,54008385536,56051122176,31889,163605,0,17,4,19.190,20.650,16.380,0,2,19.190,20.650,16.380,10948485120,837619712,54008385536,56051122176,0,17,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3680,252554,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,517,589,1631,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961476.789,0.501,1.127,39.073,59.299,0,0,0,0,0,0,0,0,0,0,0,0,98304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10950590464,835493888,54008406016,56049004544,3057,4386,0,17,20,19.190,20.650,16.380,0,0,19.190,20.650,16.380,10950590464,835493888,54008406016,56049004544,1,17,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3712,252601,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,6173,3660,3384,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961477.789,25.782,13.517,22.778,37.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,131072,0,0,0,0,0,0,10940534784,845529088,54008426496,56059056128,18750,77462,25,1,32,19.190,20.650,16.380,0,2,19.190,20.650,16.380,10940534784,845529088,54008426496,56059056128,32,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3808,252681,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,2723,2774,2128,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961478.789,62.106,34.994,2.081,0.820,0,0,0,0,0,0,0,0,0,0,1212416,0,425984,0,0,0,0,0,0,0,0,0,98304,0,5079040,0,0,0,0,0,0,10975375360,796925952,54022221824,56010608640,43253,187503,24,1,101,19.190,20.650,16.380,0,0,19.190,20.650,16.380,10975375360,796925952,54022221824,56010608640,23,3,101,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3744,252702,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,16203,35013,34821,0,0,0,0,0.300,0.300,0,0,0,0,0.300,0.100,0
1769961479.789,63.021,33.123,2.402,1.454,0,0,0,0,0,0,0,0,0,0,131072,0,0,0,0,0,0,0,0,0,98304,0,2293760,0,589824,0,0,0,0,0,0,10947510272,838443008,54008569856,56052125696,45335,185756,33,2,1,20.300,20.850,16.470,0,2,20.300,20.850,16.470,10947510272,838443008,54008569856,56052125696,26,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,22,0,2,0,0,0,3744,252650,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,265,2008,2110,0,0,0,0,0,0,0,0,0,0,0.200,0.100,0
1769961480.789,61.568,33.249,3.666,1.517,0,0,0,0,0,0,0,0,0,0,0,0,557056,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,10957443072,828452864,54008610816,56042180608,47914,203598,28,2,33,20.300,20.850,16.470,0,0,20.300,20.850,16.470,10957443072,828452864,54008610816,56042180608,27,3,33,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3744,252652,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,7241,13672,13631,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961481.789,62.184,33.460,2.904,1.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10945581056,840249344,54008676352,56054009856,45583,195243,31,3,14,20.300,20.850,16.470,0,2,20.300,20.850,16.470,10945581056,840249344,54008676352,56054009856,25,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3712,252668,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,2565,4988,5014,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961482.789,62.825,33.249,2.660,1.267,0,0,0,0,0,0,0,0,0,0,0,0,98304,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,10941317120,844492800,54008696832,56058314752,43051,196536,29,2,18,20.300,20.850,16.470,0,0,20.300,20.850,16.470,10941747200,844062720,54008696832,56057884672,28,4,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3808,252664,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,4826,4386,4470,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961483.789,64.051,32.532,2.468,0.949,0,0,0,0,0,0,0,0,0,0,1769472,0,655360,0,0,0,0,0,0,0,0,0,229376,0,0,0,0,0,0,0,0,10945441792,840392704,54008672256,56054231040,39972,197028,29,1,3,20.300,20.850,16.470,0,2,20.300,20.850,16.470,10945441792,840392704,54008672256,56054231040,31,4,3,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3808,252649,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,527,2048,2066,0,0,0,0,0.400,0.400,0,0,0,0,0.400,0,0
1769961484.789,64.776,31.884,2.331,1.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900544,0,98304,0,0,0,0,0,0,10943922176,841736192,54008848384,56055750656,39741,196354,29,2,1,21.070,21,16.550,0,0,21.070,21,16.550,10943922176,841736192,54008848384,56055750656,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,3808,252648,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,224,2035,2197,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961485.789,62.760,33.774,2.520,0.945,0,0,0,0,0,0,0,0,0,0,294912,0,0,0,0,0,0,0,0,0,0,0,0,0,491520,0,0,0,0,0,0,10974298112,811347968,54008844288,56025382912,39839,197322,28,2,30,21.070,21,16.550,0,2,21.070,21,16.550,10974298112,811347968,54008844288,56025382912,25,3,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3808,252687,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,6762,12376,9586,0,0,0,0,0.100,0,0,0,0,0,0,0,0
1769961486.789,63.228,33.228,2.468,1.076,0,0,0,0,0,0,0,0,0,0,0,0,688128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10956365824,829198336,54008926208,56043282432,41946,206279,31,3,5,21.070,21,16.550,0,0,21.070,21,16.550,10956365824,829198336,54008926208,56043282432,30,1,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3808,252654,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,1056,2619,5318,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961487.789,62.949,33.648,2.331,1.071,0,0,0,0,0,0,0,0,0,0,0,0,98304,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,10945425408,840114176,54008950784,56054235136,40863,214050,27,4,16,21.070,21,16.550,0,0,21.070,21,16.550,10945425408,840114176,54008950784,56054235136,33,3,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3840,252649,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,4647,4120,4128,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961488.789,63.791,33.186,2.204,0.819,0,0,0,0,0,0,0,0,0,0,1441792,0,360448,0,0,0,0,0,0,0,0,0,360448,0,0,0,0,0,0,0,0,10948784128,836755456,54008950784,56050900992,38003,193815,29,4,22,21.070,21,16.550,0,2,21.070,21,16.550,10948784128,836755456,54008950784,56050900992,29,3,22,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3840,252651,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,5528,9513,3089,0,0,0,0,0.400,0.500,0,0,0,0,0.300,0,0
1769961489.789,61.079,34.603,2.984,1.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10951536640,833855488,54009098240,56048164864,47839,194966,4,1,76,21.310,21.050,16.590,0,0,21.310,21.050,16.590,10951536640,833855488,54009098240,56048164864,14,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840,252652,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,11528,27063,33290,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961490.789,63.125,32.891,2.530,1.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736704,0,425984,0,0,0,0,0,0,10953211904,832180224,54009098240,56046493696,45464,194927,28,4,1,21.310,21.050,16.590,0,2,21.310,21.050,16.590,10953211904,832180224,54009098240,56046493696,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,0,0,3808,252653,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,145,1925,1902,0,0,0,0,0,0,0,0,0,0,0.200,0,0
1769961491.789,61.932,33.649,3.030,1.389,0,0,0,0,0,0,0,0,0,0,131072,0,262144,0,0,0,0,0,0,0,0,0,0,0,98304,0,0,0,0,0,0,10959282176,826060800,54009147392,56040423424,46549,206113,25,3,31,21.310,21.050,16.590,0,0,21.310,21.050,16.590,10959282176,826060800,54009147392,56040423424,28,4,31,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3776,252653,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,7275,14841,15386,0,0,0,0,0,0,0,0,0,0,0,0.100,0
1769961492.789,44.486,23.756,10.838,20.920,0,0,0,0,0,0,0,0,0,0,0,0,229376,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,10953019392,832270336,54009200640,56046657536,33246,147494,0,17,16,21.310,21.050,16.590,0,2,21.310,21.050,16.590,10953019392,832270336,54009200640,56046657536,0,17,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3744,252512,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,1781,2517,3376,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961493.789,0.250,0.876,26.596,72.278,0,0,0,0,0,0,0,0,0,0,1212416,0,425984,0,0,0,0,0,0,0,0,0,229376,0,0,0,0,0,0,0,0,10955554816,829632512,54009303040,56044113920,2093,2927,1,17,17,21.310,21.050,16.590,0,0,21.310,21.050,16.590,10955554816,829632512,54009303040,56044113920,1,17,17,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3744,252529,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,5621,3459,3000,0,0,0,0,0.200,0.200,0,0,0,0,0.300,0,0
1769961494.789,19.098,9.330,18.159,53.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10952634368,832552960,54009303040,56047087616,12448,41706,35,2,24,19.680,20.720,16.500,0,2,19.680,20.720,16.500,10952634368,832552960,54009303040,56047087616,38,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3904,252769,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,2198,4319,3332,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961495.789,65.811,33.125,0.877,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425984,0,0,0,0,0,0,10930335744,854851584,54009303040,56069398528,42997,152512,35,2,7,19.680,20.720,16.500,0,0,19.680,20.720,16.500,10930335744,854851584,54009303040,56069398528,31,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3904,252780,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,2508,6866,6875,0,0,0,0,0,0,0,0,0,0,0,0.100,0
1769961496.789,66.101,32.264,1.384,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343488,0,0,0,0,0,0,0,0,10961170432,824213504,54009106432,56038760448,32905,152321,33,1,24,19.680,20.720,16.500,0,2,19.680,20.720,16.500,10961399808,823984128,54009106432,56038531072,33,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3904,252815,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,3948,14625,11376,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961497.789,65.242,32.495,1.886,0.377,0,0,0,0,0,0,0,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,0,0,0,0,0,0,10943537152,841555968,54009397248,56056180736,35981,187170,36,2,19,19.680,20.720,16.500,0,0,19.680,20.720,16.500,10943537152,841555968,54009397248,56056180736,29,1,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3936,252785,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,4368,7952,11146,0,0,0,0,0,0,0,0,0,0,0,0,0
1769961498.789,65.913,32.141,1.569,0.377,0,0,0,0,0,0,0,0,0,0,1212416,0,917504,0,0,0,0,0,0,0,294912,0,294912,0,327680,0,0,0,0,0,0,10938626048,846454784,54009409536,56061128704,35117,153029,34,3,11,19.680,20.720,16.500,0,2,19.680,20.720,16.500,10938626048,846454784,54009409536,56061128704,31,2,11,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,4,0,2,0,3,0,0,0,3936,252790,0,0,0,0,0,0,0,120,1,1,0,0,1,0,0,0,0,0,1,0,0,116,0,116,0,2293,6719,6458,0,0,0,0,0.300,0.300,0,0,0,0,0.300,0.100,0
